location,size(bhk),total_sqft,bath,balcony,price
Vijayanagar,2,1178.0,2.0,3.0,8200000.0
Bannerghatta Road,3,1430.0,3.0,2.0,5900000.0
Mahadevpura,3,1400.0,2.0,2.0,6580000.0
Thanisandra,2,1093.0,2.0,2.0,7200000.0
Horamavu Banaswadi,2,1200.0,2.0,1.0,4500000.0
Magadi Road,5,5000.0,6.0,1.0,36000000.0
1st Block Jayanagar,3,1200.0,2.0,0.0,13000000.0
Whitefield,3,2210.0,3.0,2.0,15600000.0
Uttarahalli,2,1150.0,2.0,2.0,7000000.0
Silk Board,3,1435.0,2.0,1.0,6000000.0
Whitefield,2,1173.0,2.0,1.0,7820000.0
Thanisandra,2,1140.0,2.0,1.0,3900000.0
Jakkur Plantation,3,1717.0,3.0,3.0,12000000.0
Hoodi,3,1370.0,3.0,2.0,6700000.0
Electronics City Phase 1,2,1025.0,2.0,1.0,9000000.0
Doddakammanahalli,3,1409.0,2.0,3.0,6200000.0
Bellandur,2,1200.0,2.0,1.0,5200000.0
Thanisandra,2,1200.0,2.0,1.0,5350000.0
Whitefield,3,1740.0,4.0,3.0,13000000.0
Hennur Road,2,1232.0,2.0,1.0,8800000.0
Chandapura,2,1200.0,2.0,1.0,3600000.0
Whitefield,4,5924.0,4.0,3.0,62500000.0
Veersandra,2,1250.0,2.0,1.0,5000000.0
Munivenkatppa Layout,2,1475.0,2.0,2.0,17100000.0
Bommanahalli,4,2100.0,4.0,2.0,8500000.0
5th Phase JP Nagar,1,552.0,1.0,1.0,2350000.0
Uttarahalli,3,1065.0,2.0,2.0,4259000.0
Hennur,3,1000.0,3.0,1.0,13000000.0
Lakshmipura,2,1225.0,2.0,0.0,6500000.0
Harsha Layout,1,650.0,1.0,0.0,1600000.0
Padmanabhanagar,2,1067.0,2.0,2.0,5200000.0
Sarjapur,3,1364.0,2.0,2.0,5600000.0
Tata Nagar,3,1750.0,3.0,3.0,7500000.0
Bannerghatta Road,2,1240.0,2.0,1.0,7100000.0
Hulimavu,2,1200.0,2.0,0.0,7500000.0
Sathya Layout,3,1504.0,2.0,2.0,10200000.0
New Thippasandra,2,1116.0,2.0,1.0,4980000.0
Hennur Road,3,2365.0,4.0,2.0,17500000.0
Sarjapura - Attibele Road,2,1308.0,2.0,2.0,3700000.0
Vijayanagar,2,864.0,2.0,0.0,4500000.0
Vidyaranyapura,5,1200.0,5.0,1.0,13900000.0
Hebbal,2,1333.0,2.0,1.0,10000000.0
Chennammana Kere,4,1800.0,4.0,1.0,14500000.0
Thanisandra,3,1698.0,3.0,2.0,10700000.0
JP Nagar,3,1275.0,2.0,2.0,4360000.0
Raja Rajeshwari Nagar,2,1060.0,2.0,1.0,4800000.0
Hennur,2,1160.0,2.0,1.0,4900000.0
Hosa Road,3,675.0,3.0,1.0,7000000.0
Hennur Road,2,1310.0,2.0,1.0,6600000.0
Vijayanagar,6,1806.0,6.0,1.0,37000000.0
Varthur,3,2145.0,3.0,2.0,16500000.0
Marathahalli,3,1693.0,3.0,1.0,12500000.0
Jigani,3,1230.0,3.0,3.0,6000000.0
Devanahalli,3,1200.0,3.0,1.0,14500000.0
Bommasandra Industrial Area,3,1310.0,2.0,1.0,3783000.0
Tigalarpalya,2,1150.0,2.0,1.0,6000000.0
Munnekollal,3,1385.0,2.0,2.0,6650000.0
Tumkur Road,2,1066.0,2.0,2.0,5250000.0
Thanisandra,3,2293.0,3.0,2.0,8026000.000000001
Tindlu,3,720.0,3.0,1.0,8100000.0
2nd Block Bel Layout,3,1625.0,3.0,3.0,9200000.0
Vittasandra,2,1246.0,2.0,1.0,6740000.000000001
Vijayanagar,4,2100.0,6.0,1.0,25200000.0
sarjapura main road,4,2400.0,4.0,3.0,25000000.0
7th Phase JP Nagar,2,1000.0,2.0,1.0,7065000.000000001
Nagavarapalya,2,907.0,2.0,2.0,3800000.0
Ulsoor,4,3500.0,4.0,0.0,13800000.0
Varthur,3,1395.0,2.0,3.0,7900000.0
Kumbena Agrahara,2,1180.0,2.0,2.0,5000000.0
Banaswadi,5,1903.0,6.0,2.0,14000000.0
Electronic City,2,1175.0,2.0,1.0,4700000.0
Coconut Grove Layout,2,1272.0,2.0,2.0,5150000.0
Hiremath Layout,3,1490.0,2.0,1.0,9200000.0
Yeshwanthpur,2,1144.0,2.0,2.0,6700000.0
Hormavu,2,1143.0,2.0,1.0,5300000.0
Karuna Nagar,3,2500.0,3.0,2.0,19000000.0
Whitefield,2,1216.0,2.0,1.0,7500000.0
Nallurhalli,2,1044.0,2.0,1.0,6000000.0
Prithvi Layout,2,1352.0,3.0,1.0,9300000.0
Hennur Road,3,1552.0,3.0,3.0,7500000.0
Bellandur,3,1785.0,3.0,2.0,12000000.0
Pai Layout,2,810.0,2.0,2.0,3450000.0
Banashankari Stage V,3,1650.0,3.0,2.0,5198000.0
Akshayanagara East,3,1595.0,3.0,2.0,7039000.0
Whitefield,2,1060.0,2.0,1.0,3500000.0
Babusapalaya,3,1410.0,2.0,3.0,6500000.0
Nagarbhavi,3,1523.0,2.0,2.0,5600000.0
Kanakpura Road,3,1591.0,3.0,1.0,12200000.0
Ashwath Nagar,3,1640.0,3.0,3.0,8400000.0
Yelahanka New Town,1,450.0,1.0,0.0,1600000.0
Bannerghatta Road,3,1305.0,2.0,2.0,6000000.0
Yelahanka,3,1590.0,3.0,1.0,5400000.0
Kaggadasapura,2,1240.0,2.0,3.0,4500000.0
MCECHS  layout,2,1200.0,2.0,2.0,5400000.0
Dodda Nekkundi,2,1100.0,2.0,1.0,4115999.9999999995
Koramangala,2,1180.0,2.0,1.0,12800000.0
Sarjapur  Road,2,1115.0,2.0,1.0,5000000.0
Bisuvanahalli,2,845.0,2.0,1.0,3300000.0
4th Block Jayanagar,3,1567.2,2.0,0.0,19000000.0
Channasandra,3,1310.0,2.0,2.0,4500000.0
Yelahanka,1,26136.0,1.0,0.0,15000000.0
Jyothi Nagar,2,959.0,2.0,1.0,4250000.0
8th Phase JP Nagar,4,1200.0,4.0,1.0,14000000.0
Kambipura,2,883.0,2.0,1.0,3700000.0
Rachenahalli,2,1050.0,2.0,2.0,5550000.0
Yelahanka,2,1390.0,2.0,2.0,7020999.999999999
Kenchenahalli,3,1280.0,2.0,2.0,6900000.0
Lingarajapuram,7,1280.0,5.0,3.0,15000000.0
Yelahanka,3,1614.0,3.0,2.0,9500000.0
Kasturi Nagar,2,1000.0,2.0,0.0,5800000.0
Marathahalli,2,1196.0,2.0,2.0,5790000.0
Sarjapur  Road,3,1220.0,3.0,2.0,5700000.0
Ambalipura,2,950.0,2.0,1.0,3195000.0
Akshaya Vana,2,1141.0,2.0,1.0,5500000.0
5th Phase JP Nagar,2,1200.0,2.0,2.0,5100000.0
Kasavanhalli,3,1380.0,2.0,2.0,5500000.0
Doddathoguru,2,855.0,2.0,1.0,3200000.0
Chandapura,1,645.0,1.0,1.0,1645000.0
Chandapura,2,922.0,2.0,1.0,3600000.0
Nagappa Reddy Layout,2,1200.0,2.0,2.0,4320000.0
Nagadevanahalli,3,1240.0,2.0,2.0,6500000.0
7th Phase JP Nagar,2,1070.0,2.0,2.0,4200000.0
Rajiv Gandhi Nagar,2,1293.0,2.0,2.0,7500000.0
R.T. Nagar,3,1380.0,2.0,1.0,5000000.0
Yelahanka New Town,3,1599.0,3.0,2.0,8000000.0
Nehru Nagar,2,967.0,2.0,2.0,4110000.0
Silver Springs Layout,3,1885.0,3.0,3.0,9000000.0
1st Block Koramangala,2,860.0,2.0,2.0,6550000.0
Yelahanka,1,1075.0,1.0,0.0,1950000.0
Sarjapur  Road,2,1050.0,2.0,1.0,6350000.0
Marathahalli,3,1595.0,3.0,2.0,8800000.0
Sarjapur  Road,2,1350.0,2.0,2.0,10200000.0
Hebbal,2,1204.0,2.0,2.0,4500000.0
Sarjapur  Road,2,1035.0,2.0,2.0,4900000.0
ITPL,2,1000.0,2.0,1.0,2995000.0
Sarjapur  Road,3,1457.0,3.0,3.0,8500000.0
Haralur Road,2,1194.0,2.0,2.0,4700000.0
Bannerghatta,2,1100.0,2.0,1.0,6600000.0
Whitefield,3,1655.0,3.0,3.0,12000000.0
Kanakpura Road,3,1691.2,3.0,1.0,11500000.0
Ramagondanahalli,2,1215.0,2.0,1.0,4610000.0
Hoodi,3,1639.0,3.0,2.0,12900000.0
Sarjapur  Road,3,1685.0,3.0,1.0,13500000.0
Kaveri Nagar,5,1008.0,4.0,2.0,18000000.0
Hormavu,2,1100.0,2.0,3.0,3800000.0
Marathahalli,3,2122.0,3.0,2.0,12500000.0
Vasanthapura,2,1050.0,2.0,2.0,4700000.0
Kengeri,2,1230.0,2.0,2.0,4500000.0
5th Phase JP Nagar,3,1240.0,3.0,2.0,6000000.0
Electronic City Phase II,3,1252.0,2.0,3.0,6500000.0
Canara Bank Colony,3,1374.0,2.0,2.0,8800000.0
8th Phase JP Nagar,1,500.0,1.0,1.0,3000000.0
Arekere,8,1200.0,8.0,2.0,22500000.0
Hebbal,3,1355.0,3.0,2.0,8387000.0
Banashankari,2,1040.0,2.0,3.0,4500000.0
Sarjapur  Road,2,1350.0,2.0,2.0,6800000.0
Whitefield,4,4003.0,6.0,3.0,30000000.0
Haralur Road,3,1560.0,3.0,1.0,9000000.0
Anandapura,2,1151.0,2.0,1.0,4316000.0
Uttarahalli,3,1360.0,2.0,2.0,4759000.0
Crimson Layout,2,1250.0,2.0,2.0,6000000.0
Chandapura,3,1110.0,2.0,2.0,2997000.0
Hennur Road,2,1015.0,2.0,2.0,5000000.0
Kadugodi,3,1351.0,2.0,2.0,7800000.0
Yelahanka New Town,2,960.0,2.0,2.0,5000000.0
Virat Nagar,2,1110.0,2.0,2.0,5200000.0
R.T. Nagar,3,1680.0,3.0,2.0,7200000.0
Arekere,3,2400.0,3.0,1.0,18000000.0
Yemlur,4,11000.0,5.0,3.0,200000000.0
Ramamurthy Nagar Extension,3,1350.0,3.0,2.0,4860000.0
Horamavu Banaswadi,2,1254.0,2.0,2.0,4700000.0
Haralur Road,3,1255.0,3.0,2.0,11500000.0
CV Raman Nagar,2,1051.0,2.0,3.0,6100000.0
"2nd phase jp nagar, jp nagar",3,1200.0,3.0,1.0,20500000.0
Uttarahalli,2,1099.0,2.0,2.0,6500000.0
Hebbal,3,2650.0,4.0,3.0,19900000.0
Mathikere Extension,4,2000.0,2.0,1.0,16000000.0
Yeshwanthpur,2,1541.0,2.0,2.0,13000000.0
Sarjapur  Road,3,1200.0,3.0,2.0,7000000.0
Whitefield,2,1125.0,2.0,2.0,4500000.0
Vittasandra,3,1650.0,3.0,2.0,8500000.0
Ashwini layout,1,834.0,1.0,1.0,6200000.0
Gollarapalya Hosahalli,3,1320.0,3.0,2.0,6000000.0
Malleshpalya,3,1200.0,3.0,1.0,14900000.0
Indra Nagar,8,1000.0,7.0,0.0,16000000.0
Mysore Road,3,1500.0,3.0,2.0,7400000.0
Whitefield,4,4400.0,5.0,2.0,50000000.0
Moodalapalya,1,600.0,1.0,0.0,5200000.0
Whitefield,2,1180.0,2.0,2.0,7000000.0
Kadugodi,2,1010.0,2.0,1.0,5000000.0
Channasandra,2,1070.0,2.0,1.0,3800000.0
Choodasandra,3,1580.0,3.0,3.0,10500000.0
Iblur Village,3,1920.0,3.0,2.0,13000000.0
Sanjay nagar,3,1200.0,2.0,1.0,7600000.0
Kalena Agrahara,2,1040.0,2.0,2.0,4500000.0
Hulimavu,3,1430.0,2.0,2.0,9000000.0
Uttarahalli,3,1215.0,2.0,2.0,5285000.0
Domlur,1,650.0,1.0,1.0,7000000.0
Thanisandra,3,1564.0,3.0,1.0,10500000.0
Manonarayanapalya,3,800.0,2.0,1.0,5200000.0
Hormavu,2,750.0,2.0,0.0,5800000.0
Kasavanhalli,2,1200.0,2.0,2.0,6000000.0
Raja Rajeshwari Nagar,2,1128.0,2.0,1.0,4879000.0
Begur Road,2,1200.0,2.0,2.0,4440000.0
Cholanayakanahalli,4,2000.0,4.0,1.0,13500000.0
4th T block Jayanagar,4,2400.0,4.0,2.0,48000000.0
Yelahanka,3,1650.0,3.0,3.0,10500000.0
1st Block Jayanagar,2,1235.0,2.0,2.0,14800000.0
Yelahanka,2,1200.0,2.0,2.0,5500000.0
Kengeri Satellite Town,2,985.0,2.0,2.0,4200000.0
Ramagondanahalli,3,1475.0,2.0,2.0,6300000.0
Hebbal,3,3450.0,5.0,0.0,34800000.0
Sarjapur  Road,3,1157.0,2.0,1.0,5399000.0
Canara Bank Colony,2,900.0,2.0,3.0,3500000.0
Gottigere,4,2500.0,3.0,2.0,12000000.0
GM Palaya,2,1030.0,2.0,1.0,6000000.0
Kamdhenu Nagar,2,1000.0,2.0,1.0,4600000.0
Sarjapur  Road,4,3800.0,3.0,3.0,32500000.0
Kasavanhalli,4,4260.0,4.0,2.0,33300000.0
Brookefield,5,1950.0,6.0,3.0,17500000.0
Kudlu,3,1570.0,2.0,2.0,6594000.0
Kanakapura,2,1283.0,2.0,2.0,6800000.0
Electronic City Phase II,3,875.0,2.0,2.0,4000000.0
Vinayaka Nagar,2,1200.0,2.0,2.0,5200000.0
HAL 2nd Stage,3,2700.0,3.0,0.0,50000000.0
Konanakunte,3,2400.0,2.0,3.0,18000000.0
Kathriguppe,3,1250.0,2.0,2.0,6875000.0
Old Madras Road,4,3630.0,6.0,1.0,19600000.0
Yelahanka,2,990.0,2.0,2.0,3761999.9999999995
Panathur,2,1199.0,2.0,1.0,8500000.0
Brindavan Nagar,2,1280.0,2.0,2.0,9000000.0
1st Block Jayanagar,4,2750.0,4.0,0.0,41300000.0
Reliaable Tranquil Layout,2,1190.0,2.0,1.0,5500000.0
Yelachenahalli,2,1100.0,2.0,2.0,6000000.0
RMV,3,2075.0,3.0,1.0,17500000.0
Harlur,2,1133.0,2.0,1.0,5500000.0
Somasundara Palya,4,2400.0,3.0,3.0,14000000.0
Whitefield,2,1280.0,2.0,2.0,6900000.0
Horamavu Agara,3,1250.0,3.0,2.0,6500000.0
Begur Road,3,1565.0,2.0,2.0,4930000.0
Pattanagere,3,1900.0,3.0,0.0,6500000.0
Munnekollal,2,1080.0,2.0,2.0,4500000.0
Battarahalli,1,600.0,1.0,0.0,4700000.0
Himagiri Meadows,3,1240.0,4.0,1.0,18000000.0
HRBR Layout,3,1335.0,2.0,1.0,8700000.0
Vittasandra,2,1246.0,2.0,1.0,6730000.0
Sarjapur  Road,3,1385.0,3.0,1.0,5500000.0
Govindpura,3,1578.0,3.0,1.0,7390000.000000001
HSR Layout,2,1140.0,2.0,2.0,4600000.0
Sarjapur  Road,3,1700.0,3.0,1.0,7990000.000000001
Ganganahalli,4,1050.0,4.0,0.0,9000000.0
Vidyaranyapura,2,1120.0,2.0,1.0,7000000.0
Electronic City,1,435.0,1.0,1.0,2200000.0
Magadi Road,2,1116.0,2.0,1.0,5189000.0
Old Madras Road,3,1480.0,3.0,2.0,9500000.0
Hormavu,2,1000.0,2.0,2.0,5000000.0
HSR Layout,2,1145.0,2.0,2.0,4600000.0
Bommasandra,2,800.0,1.0,1.0,3200000.0
Thanisandra,2,1265.0,2.0,1.0,8300000.0
Narayanappa Garden,2,1475.0,2.0,1.0,7000000.0
BTM 2nd Stage,2,1265.0,2.0,2.0,5500000.0
Anandapura,2,1200.0,2.0,0.0,5800000.0
1st Phase JP Nagar,3,2180.0,3.0,2.0,21000000.0
Brookefield,2,1080.0,2.0,3.0,5000000.0
Whitefield,3,2023.0,4.0,2.0,13000000.0
Hanumantha Nagar,2,2400.0,2.0,3.0,12500000.0
Kadubeesanahalli,3,1545.0,2.0,2.0,6600000.0
Kalena Agrahara,3,1804.0,3.0,2.0,16600000.0
3rd Block Hrbr Layout,2,1200.0,2.0,1.0,20000000.0
Hoodi,2,1108.0,2.0,1.0,7423000.0
Marathahalli,3,1730.0,3.0,2.0,11500000.0
RWF West Colony,3,1427.0,2.0,3.0,7000000.0
Yelahanka,2,935.0,2.0,1.0,3553000.0
Sarjapura - Attibele Road,2,1073.0,2.0,2.0,3177000.0
Ananth Nagar,2,960.0,2.0,3.0,3700000.0
Thigalarapalya,3,2215.0,4.0,2.0,15000000.0
Electronic City Phase II,2,1125.0,2.0,1.0,3249000.0
Brookefield,2,1230.0,2.0,3.0,5500000.0
7th Phase JP Nagar,2,1080.0,2.0,2.0,7500000.0
Marathahalli,2,1200.0,1.0,1.0,10300000.0
Uttarahalli,3,1590.0,3.0,2.0,5800000.0
Seetharampalya,3,1350.0,3.0,2.0,6800000.0
Raja Rajeshwari Nagar,3,1400.0,2.0,2.0,4800000.0
Kaggadasapura,3,1560.0,2.0,3.0,7200000.0
Mallasandra,4,1810.0,3.0,2.0,5700000.0
Kanaka Nagar,3,2274.24,4.0,1.0,16000000.0
Sonnenahalli,3,1484.0,3.0,1.0,7418000.000000001
Indira Nagar,3,1650.0,3.0,3.0,22000000.0
Stage-4 Bommanahalli,3,1455.0,2.0,2.0,5500000.0
Thanisandra,3,2280.0,4.0,2.0,18400000.0
Frazer Town,3,2079.0,3.0,3.0,22000000.0
Bharathi Nagar,2,1351.0,2.0,2.0,7400000.0
Kanakpura Road,3,1223.0,2.0,2.0,4281000.0
KR Puram,3,1430.0,2.0,1.0,6100000.0
Whitefield,4,3589.0,5.0,0.0,40000000.0
Electronic City Phase II,3,1310.0,2.0,2.0,3783000.0
Channasandra,4,1800.0,4.0,1.0,30000000.0
Giri Nagar,4,1120.0,4.0,2.0,17500000.0
Sarjapur  Road,2,984.0,2.0,1.0,5500000.0
Jalahalli,3,1770.0,3.0,3.0,10000000.0
Immadihalli,2,900.0,3.0,1.0,10500000.0
Ramamurthy Nagar,5,1350.0,5.0,1.0,12000000.0
Bhoganhalli,2,1447.0,2.0,1.0,7597000.0
Margondanahalli,2,1140.0,2.0,1.0,6000000.0
Bommanahalli,2,1170.0,2.0,3.0,3400000.0
Poorna Pragna Layout,2,1160.0,2.0,2.0,4639000.0
Kanakpura Road,2,1296.0,2.0,1.0,8900000.0
Kempapura,3,1570.0,3.0,2.0,8000000.0
Nagappa Reddy Layout,3,1495.0,2.0,2.0,6500000.0
Hoodi,3,1530.0,2.0,2.0,6700000.0
Rajaji Nagar,5,900.0,4.0,0.0,14000000.0
Gunjur,3,1800.0,3.0,1.0,7000000.0
Bellandur,2,1088.0,2.0,2.0,4800000.0
Hosa Road,3,1533.0,3.0,1.0,9818000.0
Rachenahalli,2,1100.0,2.0,1.0,6800000.0
Thubarahalli,3,1540.0,3.0,3.0,9000000.0
Hosa Road,2,1040.0,2.0,1.0,6859000.0
Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6,1034.0,6.0,2.0,10100000.0
Begur Road,2,1260.0,2.0,1.0,3969000.0
Uttarahalli,2,1180.0,2.0,1.0,4129999.9999999995
Thigalarapalya,2,1245.0,2.0,2.0,10000000.0
Dollars Colony,3,1350.0,3.0,0.0,7500000.0
KUDLU MAIN ROAD,3,1464.0,3.0,2.0,5600000.0
Alur,1,470.0,2.0,1.0,1000000.0
Vijayanagar,2,920.0,2.0,2.0,6000000.0
Vijay Nagar,6,2300.0,7.0,0.0,16000000.0
Sarjapur,2,1124.0,2.0,1.0,3035000.0
Yelahanka New Town,4,2095.0,3.0,1.0,10900000.0
Begur Road,2,1100.0,2.0,1.0,7142000.0
Vijayanagar,2,1019.0,2.0,1.0,5800000.0
Harlur,3,1756.0,3.0,2.0,12800000.0
Bommasandra,3,1280.0,3.0,1.0,5000000.0
Kenchenahalli,4,1200.0,3.0,2.0,12500000.0
Indira Nagar,3,1700.0,3.0,2.0,15000000.0
Whitefield,3,2134.0,4.0,2.0,11800000.0
Hosa Road,2,1369.1,2.0,1.0,9800000.0
Subramanyapura,3,600.0,3.0,1.0,6900000.0
Carmelaram,3,2515.0,4.0,3.0,15500000.0
Thigalarapalya,3,2215.0,4.0,2.0,15400000.0
Basapura,3,1440.0,3.0,2.0,7200000.0
Hennur Road,3,1186.0,2.0,2.0,5533000.0
Uttarahalli,3,1350.0,2.0,2.0,4724000.0
Hebbal,3,1800.0,3.0,2.0,14000000.0
Kudlu,3,1600.0,3.0,3.0,7900000.0
GM Palaya,2,1000.0,2.0,1.0,3500000.0
Cunningham Road,3,2275.0,3.0,3.0,28500000.0
Banashankari Stage III,3,1305.0,2.0,1.0,5900000.0
Binny Pete,3,1740.0,3.0,1.0,15000000.0
Malleshwaram,2,900.0,2.0,1.0,9000000.0
Benson Town,2,1567.0,3.0,0.0,14000000.0
Kambipura,3,1082.0,2.0,1.0,4550000.0
Nagarbhavi,2,1050.0,2.0,1.0,8000000.0
Atmananda Colony,2,1200.0,2.0,1.0,5600000.0
Begur,3,3500.0,4.0,2.0,18500000.0
Dasarahalli,2,1220.0,2.0,2.0,5200000.0
Binny Pete,3,1970.0,3.0,2.0,16400000.0
CMH Road,3,2665.0,3.0,1.0,35000000.0
Kanakapura,4,2130.0,4.0,0.0,12000000.0
Harlur,3,1749.0,3.0,2.0,12000000.0
Subramanyapura,2,1260.0,2.0,1.0,10800000.0
6th Phase JP Nagar,2,1170.0,2.0,2.0,12000000.0
Ankappa Layout,3,1670.0,3.0,2.0,7500000.0
Hennur Road,3,2264.0,3.0,2.0,16800000.0
Begur,2,1100.0,2.0,2.0,5500000.0
Chandapura,2,674.0,1.0,1.0,1989999.9999999998
Koramangala,2,1320.0,2.0,1.0,16000000.0
Vishveshwarya Layout,4,600.0,4.0,2.0,8500000.0
Electronics City Phase 1,2,1125.0,2.0,2.0,6500000.0
Nagavara,2,1125.0,2.0,2.0,4450000.0
Baba Nagar,2,700.0,2.0,1.0,2900000.0
BTM Layout,3,1300.0,2.0,1.0,7500000.0
JP Nagar,3,1600.0,3.0,2.0,8300000.0
Magadi Road,3,1052.0,2.0,1.0,6000000.0
Neelasandra,4,1140.0,3.0,1.0,14500000.0
 Devarachikkanahalli,2,1130.0,2.0,2.0,3600000.0
Yediyur,4,1140.0,3.0,2.0,22500000.0
BTM 2nd Stage,3,2200.0,3.0,3.0,22000000.0
Electronic City,3,1500.0,2.0,1.0,6300000.0
Old Madras Road,3,1350.0,3.0,1.0,4725000.0
Gottigere,3,1230.0,2.0,2.0,5200000.0
Haralur Road,3,1520.0,2.0,2.0,8500000.0
Kanakpura Road,1,525.0,1.0,1.0,2625000.0
Hosa Road,2,1040.0,2.0,1.0,6100000.0
Upadhyaya Layout,3,1300.0,2.0,1.0,6700000.0
Old Airport Road,4,2690.0,4.0,3.0,20100000.0
Domlur,1,780.0,1.0,1.0,7000000.0
Panathur,2,1140.0,2.0,1.0,5120000.0
Chandapura,3,1225.0,3.0,1.0,3308000.0
Nagavarapalya,1,646.0,1.0,0.0,2584000.0
Cox Town,3,1600.0,3.0,1.0,15000000.0
Kadugodi,3,1890.0,4.0,3.0,12500000.0
Kadugodi,2,1050.0,2.0,1.0,3400000.0
Ittamadu,6,1200.0,4.0,2.0,10000000.0
Whitefield,3,1458.0,2.0,2.0,6200000.0
Naganathapura,5,1200.0,6.0,0.0,8600000.0
Green Glen Layout,3,1970.0,3.0,2.0,16000000.0
Whitefield,3,1808.0,4.0,0.0,8000000.0
Balagere,2,1007.0,2.0,1.0,6700000.0
Doddathoguru,2,1105.0,2.0,1.0,5000000.0
Lakshminarayana Pura,3,1700.0,3.0,3.0,15000000.0
Raja Rajeshwari Nagar,2,1170.0,2.0,3.0,5000000.0
Chandapura,2,1080.0,2.0,3.0,4500000.0
Kaggalipura,3,1150.0,2.0,1.0,6200000.0
Ramamurthy Nagar,2,1200.0,2.0,1.0,5790000.0
Jakkuru Layout,2,1200.0,2.0,1.0,5400000.0
Kudlu Gate,3,1656.0,3.0,2.0,7500000.0
bsk 6th stage 2ad block near sri conversation hall,4,600.0,4.0,2.0,8700000.0
KR Puram,2,1040.0,2.0,2.0,5000000.0
Hosur Road,2,1085.0,2.0,2.0,3370000.0000000005
Virat Nagar,3,1215.0,2.0,2.0,4975000.0
NRI Layout,4,2150.0,4.0,2.0,11500000.0
Hoodi,4,1100.0,4.0,1.0,12000000.0
Panathur,2,1210.0,2.0,1.0,7700000.0
Kallumantapa,2,1050.0,2.0,1.0,5500000.0
"Annapoorneshwari Layout, JP nagar 7th phase",3,600.0,3.0,1.0,7000000.0
Iblur Village,3,1920.0,3.0,2.0,15000000.0
Uttarahalli,3,1250.0,2.0,1.0,5000000.0
Mysore Road,2,947.55,2.0,1.0,8000000.0
Malleshpalya,2,1421.0,2.0,1.0,9000000.0
Mudalpalaya,6,1050.0,4.0,2.0,15500000.0
Old Madras Road,3,1425.0,2.0,2.0,7431000.0
Budigere,2,1162.0,2.0,1.0,5800000.0
Whitefield,1,905.0,1.0,1.0,6000000.0
Sarjapur  Road,2,914.0,2.0,1.0,3200000.0
elachenahalli,2,1258.0,2.0,0.0,5800000.0
CV Raman Nagar,4,1100.0,4.0,2.0,22000000.0
Hormavu,4,3500.0,4.0,1.0,28900000.0
Whitefield,3,1537.0,2.0,3.0,7000000.0
Chikkalasandra,3,1230.0,2.0,2.0,5351000.0
B K Nagar,6,2400.0,5.0,2.0,30000000.0
Malleshwaram,3,2250.0,3.0,1.0,20000000.0
Hosur Road,4,2000.0,4.0,1.0,6900000.0
Vivek Nagar,8,3000.0,4.0,3.0,13000000.0
Kumaraswami Layout,4,2600.0,4.0,0.0,32500000.0
Indira Nagar,4,3200.0,3.0,2.0,25000000.0
Anjanapura,2,950.0,2.0,0.0,3200000.0
Yelahanka,3,1282.0,2.0,1.0,4872000.0
Banashankari Stage III,2,1304.0,2.0,0.0,11100000.0
7th Phase JP Nagar,3,2100.0,3.0,2.0,20000000.0
Jakkur,3,1220.0,2.0,2.0,4900000.0
Budigere,3,1636.0,3.0,2.0,8500000.0
7th Phase JP Nagar,3,1415.0,3.0,1.0,6500000.0
Green Glen Layout,3,1728.0,3.0,2.0,12500000.0
7th Phase JP Nagar,3,1680.0,3.0,3.0,12500000.0
Venkatapura,2,1235.0,2.0,1.0,14000000.0
Yelachenahalli,4,900.0,2.0,1.0,11500000.0
Yelahanka,4,3990.0,4.0,1.0,26000000.0
Kasavanhalli,2,1495.0,2.0,2.0,8300000.0
Hennur Road,5,1500.0,5.0,1.0,17500000.0
Yeshwanthpur,3,2501.0,3.0,3.0,13800000.0
Kanakpura Road,1,381.0,1.0,0.0,2800000.0
Gopalapura,4,3301.8,5.0,2.0,57000000.0
Hennur Road,3,2002.0,3.0,2.0,12000000.0
Meenakunte,3,3200.0,3.0,0.0,26000000.0
Banjara Layout,2,1200.0,2.0,2.0,7000000.0
Sarjapur  Road,4,1500.0,3.0,0.0,23500000.0
Thyagaraja Nagar,1,660.0,1.0,0.0,9500000.0
Banashankari Stage III,4,1200.0,6.0,2.0,17000000.0
Basavanna Nagar,3,1450.0,3.0,2.0,9000000.0
Electronic City,2,1039.0,2.0,1.0,5000000.0
Old Madras Road,2,1210.0,2.0,1.0,8000000.0
Attibele,2,995.0,1.0,1.0,2488000.0
Yelahanka,3,1620.0,3.0,2.0,9000000.0
Choodasandra,3,3204.0,4.0,3.0,39500000.0
Hebbal Kempapura,3,3408.0,3.0,3.0,26000000.0
Marathahalli,2,1314.0,2.0,3.0,5500000.0
Bisuvanahalli,2,945.0,2.0,1.0,3300000.0
Nehru Nagar,3,1374.0,3.0,2.0,7200000.0
Kanakpura Road,3,1603.0,3.0,3.0,11300000.0
Kengeri,3,1230.0,2.0,2.0,5200000.0
 Basavangudi,1,670.0,1.0,1.0,5000000.0
Sarjapur  Road,4,1864.0,3.0,2.0,10500000.0
Hosa Road,3,2500.0,3.0,2.0,10000000.0
Raja Rajeshwari Nagar,3,1625.0,2.0,2.0,5400000.0
Whitefield,2,1186.0,2.0,3.0,5500000.0
KR Puram,8,1500.0,7.0,2.0,38200000.0
Electronic City,2,770.0,1.0,1.0,3990000.0
